Time,CORE_ZN:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_ZN:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],CORE_ZN:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_ZN:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],CORE_ZN::Des Latent Heat Load [W],CORE_ZN::Des Latent Cool Load [W],CORE_ZN::Des Latent Heat Mass Flow [kg/s],CORE_ZN::Des Latent Cool Mass Flow [kg/s],CORE_ZN::Des Heat Load No DOAS [W],CORE_ZN::Des Sens Cool Load No DOAS [W],CORE_ZN::Des Latent Heat Load No DOAS [W],CORE_ZN::Des Latent Cool Load No DOAS [W],CORE_ZN:CHICAGO ANN HTG 99.6% CONDNS DB:Heating Zone Temperature [C],CORE_ZN:CHICAGO ANN HTG 99.6% CONDNS DB:Heating Zone Relative Humidity [%],CORE_ZN:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Cooling Zone Temperature [C],CORE_ZN:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Cooling Zone Relative Humidity [%],PERIMETER_ZN_1:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_1:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_ZN_1:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_1:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_1::Des Latent Heat Load [W],PERIMETER_ZN_1::Des Latent Cool Load [W],PERIMETER_ZN_1::Des Latent Heat Mass Flow [kg/s],PERIMETER_ZN_1::Des Latent Cool Mass Flow [kg/s],PERIMETER_ZN_1::Des Heat Load No DOAS [W],PERIMETER_ZN_1::Des Sens Cool Load No DOAS [W],PERIMETER_ZN_1::Des Latent Heat Load No DOAS [W],PERIMETER_ZN_1::Des Latent Cool Load No DOAS [W],PERIMETER_ZN_1:CHICAGO ANN HTG 99.6% CONDNS DB:Heating Zone Temperature [C],PERIMETER_ZN_1:CHICAGO ANN HTG 99.6% CONDNS DB:Heating Zone Relative Humidity [%],PERIMETER_ZN_1:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Cooling Zone Temperature [C],PERIMETER_ZN_1:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Cooling Zone Relative Humidity [%],PERIMETER_ZN_2:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_2:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_ZN_2:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_2:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_2::Des Latent Heat Load [W],PERIMETER_ZN_2::Des Latent Cool Load [W],PERIMETER_ZN_2::Des Latent Heat Mass Flow [kg/s],PERIMETER_ZN_2::Des Latent Cool Mass Flow [kg/s],PERIMETER_ZN_2::Des Heat Load No DOAS [W],PERIMETER_ZN_2::Des Sens Cool Load No DOAS [W],PERIMETER_ZN_2::Des Latent Heat Load No DOAS [W],PERIMETER_ZN_2::Des Latent Cool Load No DOAS [W],PERIMETER_ZN_2:CHICAGO ANN HTG 99.6% CONDNS DB:Heating Zone Temperature [C],PERIMETER_ZN_2:CHICAGO ANN HTG 99.6% CONDNS DB:Heating Zone Relative Humidity [%],PERIMETER_ZN_2:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Cooling Zone Temperature [C],PERIMETER_ZN_2:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Cooling Zone Relative Humidity [%],PERIMETER_ZN_3:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_3:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_ZN_3:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_3:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_3::Des Latent Heat Load [W],PERIMETER_ZN_3::Des Latent Cool Load [W],PERIMETER_ZN_3::Des Latent Heat Mass Flow [kg/s],PERIMETER_ZN_3::Des Latent Cool Mass Flow [kg/s],PERIMETER_ZN_3::Des Heat Load No DOAS [W],PERIMETER_ZN_3::Des Sens Cool Load No DOAS [W],PERIMETER_ZN_3::Des Latent Heat Load No DOAS [W],PERIMETER_ZN_3::Des Latent Cool Load No DOAS [W],PERIMETER_ZN_3:CHICAGO ANN HTG 99.6% CONDNS DB:Heating Zone Temperature [C],PERIMETER_ZN_3:CHICAGO ANN HTG 99.6% CONDNS DB:Heating Zone Relative Humidity [%],PERIMETER_ZN_3:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Cooling Zone Temperature [C],PERIMETER_ZN_3:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Cooling Zone Relative Humidity [%],PERIMETER_ZN_4:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_4:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_ZN_4:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_4:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_4::Des Latent Heat Load [W],PERIMETER_ZN_4::Des Latent Cool Load [W],PERIMETER_ZN_4::Des Latent Heat Mass Flow [kg/s],PERIMETER_ZN_4::Des Latent Cool Mass Flow [kg/s],PERIMETER_ZN_4::Des Heat Load No DOAS [W],PERIMETER_ZN_4::Des Sens Cool Load No DOAS [W],PERIMETER_ZN_4::Des Latent Heat Load No DOAS [W],PERIMETER_ZN_4::Des Latent Cool Load No DOAS [W],PERIMETER_ZN_4:CHICAGO ANN HTG 99.6% CONDNS DB:Heating Zone Temperature [C],PERIMETER_ZN_4:CHICAGO ANN HTG 99.6% CONDNS DB:Heating Zone Relative Humidity [%],PERIMETER_ZN_4:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Cooling Zone Temperature [C],PERIMETER_ZN_4:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Cooling Zone Relative Humidity [%]
02:45:00,4.340834E+03,7.584392E+02,2.239373E-01,5.853830E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099056E+01,4.052909E+01,2.669441E+01,5.519661E+01,5.725672E+03,5.244911E+02,2.954269E-01,4.016122E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099364E+01,4.571910E+01,2.669567E+01,5.322240E+01,3.608101E+03,4.257281E+02,1.861624E-01,3.285658E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099318E+01,4.546913E+01,2.669530E+01,5.153821E+01,5.493306E+03,6.410922E+02,2.834372E-01,4.909021E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099361E+01,4.553547E+01,2.669549E+01,5.161853E+01,3.604561E+03,5.037053E+02,1.859797E-01,3.887505E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099318E+01,4.546466E+01,2.669521E+01,5.011813E+01
03:00:00,4.340868E+03,7.677910E+02,2.239390E-01,5.925983E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099056E+01,4.052915E+01,2.669447E+01,5.492990E+01,5.725696E+03,5.271791E+02,2.954281E-01,4.036686E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099364E+01,4.571911E+01,2.669572E+01,5.306354E+01,3.608116E+03,4.267896E+02,1.861631E-01,3.293833E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099318E+01,4.546915E+01,2.669537E+01,5.136057E+01,5.493329E+03,6.445403E+02,2.834384E-01,4.935405E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099361E+01,4.553549E+01,2.669555E+01,5.144085E+01,3.604576E+03,5.039635E+02,1.859804E-01,3.889472E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099318E+01,4.546468E+01,2.669529E+01,4.995813E+01
03:15:00,4.340901E+03,7.762939E+02,2.239407E-01,5.991583E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099056E+01,4.052921E+01,2.669453E+01,5.466725E+01,5.725718E+03,5.291756E+02,2.954293E-01,4.051955E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099364E+01,4.571913E+01,2.669578E+01,5.290440E+01,3.608130E+03,4.272513E+02,1.861639E-01,3.297378E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099318E+01,4.546917E+01,2.669545E+01,5.119333E+01,5.493352E+03,6.470888E+02,2.834396E-01,4.954898E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099361E+01,4.553551E+01,2.669562E+01,5.126867E+01,3.604590E+03,5.035616E+02,1.859812E-01,3.886345E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099318E+01,4.546469E+01,2.669537E+01,4.981127E+01
03:30:00,4.340932E+03,7.840483E+02,2.239423E-01,6.051404E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099056E+01,4.052927E+01,2.669460E+01,5.441023E+01,5.725739E+03,5.305733E+02,2.954304E-01,4.062640E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099364E+01,4.571915E+01,2.669584E+01,5.274679E+01,3.608144E+03,4.272112E+02,1.861646E-01,3.297049E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099318E+01,4.546919E+01,2.669552E+01,5.103644E+01,5.493373E+03,6.488718E+02,2.834407E-01,4.968528E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099361E+01,4.553553E+01,2.669568E+01,5.110290E+01,3.604604E+03,5.026112E+02,1.859819E-01,3.878984E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099318E+01,4.546471E+01,2.669545E+01,4.967655E+01
03:45:00,4.340963E+03,7.908967E+02,2.239439E-01,6.104230E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099056E+01,4.052932E+01,2.669467E+01,5.415987E+01,5.725760E+03,5.312279E+02,2.954315E-01,4.067634E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099364E+01,4.571916E+01,2.669590E+01,5.259210E+01,3.608157E+03,4.266074E+02,1.861652E-01,3.292370E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099318E+01,4.546920E+01,2.669560E+01,5.088960E+01,5.493394E+03,6.497884E+02,2.834418E-01,4.975523E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099361E+01,4.553554E+01,2.669575E+01,5.094410E+01,3.604617E+03,5.010605E+02,1.859826E-01,3.866991E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099318E+01,4.546473E+01,2.669553E+01,4.955300E+01
04:00:00,4.340992E+03,7.969133E+02,2.239454E-01,6.150635E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099056E+01,4.052938E+01,2.669474E+01,5.391685E+01,5.725780E+03,5.312057E+02,2.954325E-01,4.067446E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099364E+01,4.571918E+01,2.669597E+01,5.244132E+01,3.608170E+03,4.255024E+02,1.861659E-01,3.283823E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099318E+01,4.546922E+01,2.669567E+01,5.075240E+01,5.493414E+03,6.499268E+02,2.834428E-01,4.976558E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099361E+01,4.553556E+01,2.669581E+01,5.079251E+01,3.604629E+03,4.989800E+02,1.859832E-01,3.850911E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099318E+01,4.546474E+01,2.669560E+01,4.943961E+01
04:15:00,4.341020E+03,8.024087E+02,2.239469E-01,6.193016E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099056E+01,4.052943E+01,2.669481E+01,5.368152E+01,5.725799E+03,5.307954E+02,2.954334E-01,4.064285E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099364E+01,4.571919E+01,2.669603E+01,5.229514E+01,3.608182E+03,4.240917E+02,1.861665E-01,3.272917E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099318E+01,4.546923E+01,2.669574E+01,5.062431E+01,5.493433E+03,6.495769E+02,2.834438E-01,4.973853E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099361E+01,4.553558E+01,2.669588E+01,5.064819E+01,3.604641E+03,4.965728E+02,1.859838E-01,3.832310E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099318E+01,4.546476E+01,2.669568E+01,4.933544E+01
04:30:00,4.341047E+03,8.074406E+02,2.239482E-01,6.231819E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099056E+01,4.052948E+01,2.669488E+01,5.346071E+01,5.725817E+03,5.300532E+02,2.954344E-01,4.058582E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099364E+01,4.571920E+01,2.669609E+01,5.215798E+01,3.608193E+03,4.224235E+02,1.861671E-01,3.260024E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099318E+01,4.546925E+01,2.669581E+01,5.050967E+01,5.493451E+03,6.488074E+02,2.834447E-01,4.967936E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099361E+01,4.553559E+01,2.669594E+01,5.051549E+01,3.604653E+03,4.938927E+02,1.859844E-01,3.811604E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099318E+01,4.546477E+01,2.669574E+01,4.924475E+01
04:45:00,4.341073E+03,8.120600E+02,2.239496E-01,6.267439E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099056E+01,4.052952E+01,2.669494E+01,5.325315E+01,5.725834E+03,5.290288E+02,2.954353E-01,4.050720E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099364E+01,4.571922E+01,2.669614E+01,5.202944E+01,3.608205E+03,4.205387E+02,1.861677E-01,3.245460E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099318E+01,4.546926E+01,2.669587E+01,5.040693E+01,5.493469E+03,6.476779E+02,2.834456E-01,4.959263E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099361E+01,4.553560E+01,2.669599E+01,5.039340E+01,3.604664E+03,4.909855E+02,1.859850E-01,3.789145E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099318E+01,4.546478E+01,2.669580E+01,4.916564E+01
05:00:00,4.341098E+03,8.163120E+02,2.239509E-01,6.300223E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099056E+01,4.052957E+01,2.669499E+01,5.305770E+01,5.725851E+03,5.277668E+02,2.954362E-01,4.041039E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099364E+01,4.571923E+01,2.669619E+01,5.190913E+01,3.608215E+03,4.184728E+02,1.861682E-01,3.229499E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099318E+01,4.546927E+01,2.669592E+01,5.031474E+01,5.493486E+03,6.462403E+02,2.834465E-01,4.948232E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099361E+01,4.553562E+01,2.669605E+01,5.028103E+01,3.604675E+03,4.878906E+02,1.859856E-01,3.765241E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099318E+01,4.546480E+01,2.669586E+01,4.909651E+01
05:15:00,4.341122E+03,8.212234E+02,2.239521E-01,6.338097E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099056E+01,4.052961E+01,2.669505E+01,5.287329E+01,5.725867E+03,5.272321E+02,2.954370E-01,4.036927E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099364E+01,4.571924E+01,2.669624E+01,5.179664E+01,3.608226E+03,4.168327E+02,1.861688E-01,3.216826E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099318E+01,4.546929E+01,2.669598E+01,5.023194E+01,5.493502E+03,6.454029E+02,2.834473E-01,4.941798E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099361E+01,4.553563E+01,2.669610E+01,5.017754E+01,3.604685E+03,4.852197E+02,1.859861E-01,3.744609E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099318E+01,4.546481E+01,2.669591E+01,4.903604E+01
05:30:00,4.341145E+03,8.268379E+02,2.239533E-01,6.381402E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099056E+01,4.052966E+01,2.669507E+01,5.272587E+01,5.725883E+03,5.274820E+02,2.954378E-01,4.038825E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099364E+01,4.571925E+01,2.669625E+01,5.170747E+01,3.608236E+03,4.156611E+02,1.861693E-01,3.207771E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099318E+01,4.546930E+01,2.669600E+01,5.017724E+01,5.493517E+03,6.452268E+02,2.834481E-01,4.940429E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099361E+01,4.553564E+01,2.669612E+01,5.010003E+01,3.604695E+03,4.830192E+02,1.859866E-01,3.727611E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099318E+01,4.546482E+01,2.669594E+01,4.900367E+01
05:45:00,4.341168E+03,8.329497E+02,2.239545E-01,6.428549E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099056E+01,4.052970E+01,2.669508E+01,5.260964E+01,5.725898E+03,5.283375E+02,2.954386E-01,4.045363E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099364E+01,4.571926E+01,2.669626E+01,5.163864E+01,3.608245E+03,4.148513E+02,1.861698E-01,3.201510E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099318E+01,4.546931E+01,2.669601E+01,5.014595E+01,5.493532E+03,6.455503E+02,2.834489E-01,4.942890E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099361E+01,4.553566E+01,2.669613E+01,5.004469E+01,3.604704E+03,4.811847E+02,1.859871E-01,3.713440E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099318E+01,4.546483E+01,2.669595E+01,4.899421E+01
06:00:00,4.341189E+03,8.395752E+02,2.239556E-01,6.479666E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099056E+01,4.052974E+01,2.669508E+01,5.251978E+01,5.725912E+03,5.298366E+02,2.954393E-01,4.056832E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099364E+01,4.571927E+01,2.669626E+01,5.158762E+01,3.608254E+03,4.144353E+02,1.861702E-01,3.198290E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099318E+01,4.546932E+01,2.669602E+01,5.013430E+01,5.493547E+03,6.464166E+02,2.834497E-01,4.949509E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099361E+01,4.553567E+01,2.669614E+01,5.000836E+01,3.604714E+03,4.797540E+02,1.859876E-01,3.702388E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099318E+01,4.546484E+01,2.669596E+01,4.900351E+01
06:15:00,4.015204E+03,1.531546E+03,2.071385E-01,1.284445E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099056E+01,4.052978E+01,2.442736E+01,5.556050E+01,5.543760E+03,1.052532E+03,2.860408E-01,8.792373E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099364E+01,4.571928E+01,2.442689E+01,5.494694E+01,3.486819E+03,7.505939E+02,1.799047E-01,6.313369E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099318E+01,4.546933E+01,2.442879E+01,5.350964E+01,5.311394E+03,1.187053E+03,2.740512E-01,9.888645E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099361E+01,4.553568E+01,2.442798E+01,5.355867E+01,3.483278E+03,8.224694E+02,1.797220E-01,6.899903E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099318E+01,4.546485E+01,2.442969E+01,5.255394E+01
06:30:00,3.689222E+03,2.147699E+03,1.903257E-01,1.916972E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099438E+01,4.154364E+01,2.399737E+01,5.437976E+01,5.361611E+03,1.544056E+03,2.766445E-01,1.374046E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099460E+01,4.710149E+01,2.399758E+01,5.402258E+01,3.365389E+03,1.093329E+03,1.736408E-01,9.815575E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099426E+01,4.696364E+01,2.399760E+01,5.255856E+01,5.129248E+03,1.700497E+03,2.646550E-01,1.508953E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099463E+01,4.690849E+01,2.399771E+01,5.280765E+01,3.361848E+03,1.141934E+03,1.734582E-01,1.019721E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099426E+01,4.695893E+01,2.399772E+01,5.176478E+01
