Time,PSZ-AC:1:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC:1:DesPer 1:Des Heat Cap [W],PSZ-AC:1:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC:1:DesPer 1:Des Sens Cool Cap [W],PSZ-AC:1:DesPer 1:Des Tot Cool Cap [W],PSZ-AC:1:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC:1:DesPer 2:Des Heat Cap [W],PSZ-AC:1:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC:1:DesPer 2:Des Sens Cool Cap [W],PSZ-AC:1:DesPer 2:Des Tot Cool Cap [W],PSZ-AC:2:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC:2:DesPer 1:Des Heat Cap [W],PSZ-AC:2:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC:2:DesPer 1:Des Sens Cool Cap [W],PSZ-AC:2:DesPer 1:Des Tot Cool Cap [W],PSZ-AC:2:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC:2:DesPer 2:Des Heat Cap [W],PSZ-AC:2:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC:2:DesPer 2:Des Sens Cool Cap [W],PSZ-AC:2:DesPer 2:Des Tot Cool Cap [W],PSZ-AC:3:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC:3:DesPer 1:Des Heat Cap [W],PSZ-AC:3:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC:3:DesPer 1:Des Sens Cool Cap [W],PSZ-AC:3:DesPer 1:Des Tot Cool Cap [W],PSZ-AC:3:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC:3:DesPer 2:Des Heat Cap [W],PSZ-AC:3:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC:3:DesPer 2:Des Sens Cool Cap [W],PSZ-AC:3:DesPer 2:Des Tot Cool Cap [W],PSZ-AC:4:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC:4:DesPer 1:Des Heat Cap [W],PSZ-AC:4:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC:4:DesPer 1:Des Sens Cool Cap [W],PSZ-AC:4:DesPer 1:Des Tot Cool Cap [W],PSZ-AC:4:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC:4:DesPer 2:Des Heat Cap [W],PSZ-AC:4:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC:4:DesPer 2:Des Sens Cool Cap [W],PSZ-AC:4:DesPer 2:Des Tot Cool Cap [W],PSZ-AC:5:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC:5:DesPer 1:Des Heat Cap [W],PSZ-AC:5:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC:5:DesPer 1:Des Sens Cool Cap [W],PSZ-AC:5:DesPer 1:Des Tot Cool Cap [W],PSZ-AC:5:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC:5:DesPer 2:Des Heat Cap [W],PSZ-AC:5:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC:5:DesPer 2:Des Sens Cool Cap [W],PSZ-AC:5:DesPer 2:Des Tot Cool Cap [W]
10:30:00,1.474880E-01,6.447397E+03,8.686966E-02,0.000000E+00,0.000000E+00,8.686966E-02,1.053044E+03,3.974706E-01,4.816569E+03,7.840201E+03,2.867514E-01,8.227923E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,7.982753E+02,3.535079E-01,4.238721E+03,6.502067E+03,1.782238E-01,5.035957E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,4.735472E+02,3.612481E-01,4.219841E+03,5.653588E+03,2.723627E-01,7.953186E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,7.982753E+02,3.598461E-01,4.310050E+03,6.578028E+03,1.780046E-01,5.031771E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,4.735472E+02,2.281011E-01,2.721472E+03,4.085449E+03
10:45:00,1.474813E-01,6.447268E+03,8.686966E-02,0.000000E+00,0.000000E+00,8.686966E-02,1.018018E+03,3.952793E-01,4.826928E+03,7.849507E+03,2.867464E-01,8.227829E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,7.717235E+02,3.542356E-01,4.273455E+03,6.537796E+03,1.782206E-01,5.035896E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,4.577963E+02,3.466974E-01,4.071842E+03,5.503997E+03,2.723577E-01,7.953091E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,7.717235E+02,3.590971E-01,4.328166E+03,6.595737E+03,1.780013E-01,5.031709E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,4.577963E+02,2.285002E-01,2.741710E+03,4.106184E+03
11:00:00,1.474753E-01,6.447151E+03,8.686966E-02,0.000000E+00,0.000000E+00,8.686966E-02,9.829921E+02,3.931941E-01,4.838473E+03,7.859990E+03,2.867421E-01,8.227745E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,7.451717E+02,3.549469E-01,4.307998E+03,6.573356E+03,1.782177E-01,5.035841E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,4.420454E+02,3.305225E-01,3.905560E+03,5.333746E+03,2.723533E-01,7.953006E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,7.451717E+02,3.589090E-01,4.352588E+03,6.620512E+03,1.779985E-01,5.031654E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,4.420454E+02,2.289210E-01,2.762188E+03,4.127243E+03
11:15:00,1.474698E-01,6.447046E+03,8.686966E-02,0.000000E+00,0.000000E+00,8.686966E-02,9.596416E+02,3.911524E-01,4.838828E+03,7.859124E+03,2.867382E-01,8.227670E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,7.274704E+02,3.554486E-01,4.331331E+03,6.597227E+03,1.782152E-01,5.035792E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,4.315448E+02,3.138693E-01,3.728645E+03,5.152222E+03,2.723493E-01,7.952931E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,7.274704E+02,3.587527E-01,4.368514E+03,6.636611E+03,1.779959E-01,5.031606E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,4.315448E+02,2.292236E-01,2.776084E+03,4.141485E+03
11:30:00,1.474647E-01,6.446949E+03,8.686966E-02,0.000000E+00,0.000000E+00,8.686966E-02,9.362910E+02,3.891602E-01,4.839732E+03,7.858759E+03,2.867346E-01,8.227603E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,7.097692E+02,3.558299E-01,4.353299E+03,6.619790E+03,1.782129E-01,5.035748E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,4.210442E+02,2.982106E-01,3.562914E+03,4.979454E+03,2.723458E-01,7.952863E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,7.097692E+02,3.585924E-01,4.384387E+03,6.652752E+03,1.779936E-01,5.031562E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,4.210442E+02,2.294348E-01,2.788946E+03,4.154720E+03
11:45:00,1.474601E-01,6.446860E+03,8.686966E-02,0.000000E+00,0.000000E+00,8.686966E-02,9.129405E+02,3.872151E-01,4.841180E+03,7.859256E+03,2.867314E-01,8.227541E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,6.920680E+02,3.561280E-01,4.374343E+03,6.641421E+03,1.782108E-01,5.035709E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,4.105436E+02,2.845919E-01,3.420149E+03,4.828531E+03,2.723425E-01,7.952801E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,6.920680E+02,3.584165E-01,4.400097E+03,6.668797E+03,1.779915E-01,5.031522E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,4.105436E+02,2.295645E-01,2.800898E+03,4.167025E+03
12:00:00,1.474558E-01,6.446778E+03,8.686966E-02,0.000000E+00,0.000000E+00,8.686966E-02,8.895900E+02,3.853656E-01,4.843698E+03,7.860583E+03,2.867285E-01,8.227485E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,6.743668E+02,3.563704E-01,4.394754E+03,6.662419E+03,1.782089E-01,5.035672E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,4.000431E+02,2.734389E-01,3.305129E+03,4.703352E+03,2.723395E-01,7.952744E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,6.743668E+02,3.582382E-01,4.415775E+03,6.684769E+03,1.779896E-01,5.031486E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,4.000431E+02,2.296285E-01,2.812108E+03,4.178560E+03
12:15:00,1.474519E-01,6.446702E+03,8.686966E-02,0.000000E+00,0.000000E+00,8.686966E-02,8.709095E+02,3.836177E-01,4.842671E+03,7.858230E+03,2.867257E-01,8.227433E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,6.602058E+02,3.565403E-01,4.410796E+03,6.678846E+03,1.782071E-01,5.035638E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,3.916426E+02,2.649325E-01,3.217781E+03,4.607188E+03,2.723368E-01,7.952691E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,6.602058E+02,3.580405E-01,4.427680E+03,6.696797E+03,1.779879E-01,5.031452E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,3.916426E+02,2.296202E-01,2.820394E+03,4.187037E+03
12:30:00,1.474482E-01,6.446631E+03,8.686966E-02,0.000000E+00,0.000000E+00,8.686966E-02,8.522291E+02,3.819605E-01,4.842667E+03,7.857118E+03,2.867232E-01,8.227384E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,6.460448E+02,3.566573E-01,4.426244E+03,6.694539E+03,1.782055E-01,5.035607E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,3.832421E+02,2.591242E-01,3.160795E+03,4.544262E+03,2.723342E-01,7.952643E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,6.460448E+02,3.578351E-01,4.439500E+03,6.708668E+03,1.779862E-01,5.031421E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,3.832421E+02,2.295517E-01,2.828004E+03,4.194756E+03
12:45:00,1.474447E-01,6.446565E+03,8.686966E-02,0.000000E+00,0.000000E+00,8.686966E-02,8.335487E+02,3.804503E-01,4.844318E+03,7.857783E+03,2.867208E-01,8.227339E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,6.318839E+02,3.568541E-01,4.442591E+03,6.711134E+03,1.782040E-01,5.035578E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,3.748416E+02,2.559830E-01,3.133824E+03,4.514377E+03,2.723319E-01,7.952597E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,6.318839E+02,3.577324E-01,4.452476E+03,6.721723E+03,1.779847E-01,5.031392E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,3.748416E+02,2.295008E-01,2.835814E+03,4.202653E+03
13:00:00,1.474415E-01,6.446503E+03,8.686966E-02,0.000000E+00,0.000000E+00,8.686966E-02,8.148682E+02,3.791040E-01,4.847810E+03,7.860183E+03,2.867186E-01,8.227297E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,6.177229E+02,3.571952E-01,4.460558E+03,6.729455E+03,1.782026E-01,5.035551E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,3.664412E+02,2.543078E-01,3.123349E+03,4.502402E+03,2.723296E-01,7.952554E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,6.177229E+02,3.577814E-01,4.467156E+03,6.736560E+03,1.779833E-01,5.031364E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,3.664412E+02,2.295078E-01,2.844272E+03,4.211193E+03
13:15:00,1.474384E-01,6.446444E+03,8.686966E-02,0.000000E+00,0.000000E+00,8.686966E-02,8.031930E+02,3.778958E-01,4.845827E+03,7.857376E+03,2.867165E-01,8.227257E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,6.088723E+02,3.576543E-01,4.474524E+03,6.743507E+03,1.782012E-01,5.035525E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,3.611909E+02,2.532804E-01,3.117000E+03,4.495168E+03,2.723275E-01,7.952514E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,6.088723E+02,3.579529E-01,4.477886E+03,6.747268E+03,1.779819E-01,5.031339E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,3.611909E+02,2.295651E-01,2.850135E+03,4.217006E+03
13:30:00,1.474355E-01,6.446389E+03,8.686966E-02,0.000000E+00,0.000000E+00,8.686966E-02,7.915177E+02,3.768221E-01,4.845363E+03,7.855962E+03,2.867145E-01,8.227219E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,6.000217E+02,3.582303E-01,4.489810E+03,6.759252E+03,1.781999E-01,5.035501E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,3.559406E+02,2.526749E-01,3.115403E+03,4.493009E+03,2.723255E-01,7.952476E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,6.000217E+02,3.582406E-01,4.489927E+03,6.759572E+03,1.779807E-01,5.031315E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,3.559406E+02,2.296796E-01,2.856644E+03,4.223611E+03
13:45:00,1.474328E-01,6.446337E+03,8.686966E-02,0.000000E+00,0.000000E+00,8.686966E-02,7.798424E+02,3.758691E-01,4.846228E+03,7.856190E+03,2.867127E-01,8.227183E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,5.911711E+02,3.589272E-01,4.506438E+03,6.776267E+03,1.781987E-01,5.035478E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,3.506903E+02,2.523773E-01,3.117261E+03,4.494574E+03,2.723236E-01,7.952440E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,5.911711E+02,3.586436E-01,4.503248E+03,6.773140E+03,1.779795E-01,5.031292E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,3.506903E+02,2.312310E-01,2.879311E+03,4.248746E+03
14:00:00,1.474302E-01,6.446287E+03,8.686966E-02,0.000000E+00,0.000000E+00,8.686966E-02,7.681672E+02,3.750576E-01,4.848686E+03,7.858176E+03,2.867109E-01,8.227149E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,5.823205E+02,3.597227E-01,4.524174E+03,6.794527E+03,1.781976E-01,5.035457E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,3.454400E+02,2.522887E-01,3.121471E+03,4.498683E+03,2.723219E-01,7.952406E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,5.823205E+02,3.591448E-01,4.517673E+03,6.787941E+03,1.779783E-01,5.031270E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,3.454400E+02,2.350243E-01,2.927199E+03,4.297385E+03
14:15:00,1.474277E-01,6.446239E+03,8.686966E-02,0.000000E+00,0.000000E+00,8.686966E-02,7.681672E+02,3.743655E-01,4.840812E+03,7.849590E+03,2.867092E-01,8.227117E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,5.823205E+02,3.604899E-01,4.532741E+03,6.803308E+03,1.781965E-01,5.035436E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,3.454400E+02,2.522713E-01,3.121231E+03,4.498265E+03,2.723202E-01,7.952374E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,5.823205E+02,3.596390E-01,4.523168E+03,6.793522E+03,1.779773E-01,5.031249E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,3.454400E+02,2.414046E-01,2.998941E+03,4.368174E+03
14:30:00,1.474253E-01,6.446194E+03,8.686966E-02,0.000000E+00,0.000000E+00,8.686966E-02,7.681672E+02,3.737779E-01,4.834128E+03,7.842353E+03,2.867076E-01,8.227086E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,5.823205E+02,3.611643E-01,4.540274E+03,6.811198E+03,1.781955E-01,5.035416E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,3.454400E+02,2.522391E-01,3.120833E+03,4.497860E+03,2.723185E-01,7.952343E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,5.823205E+02,3.600720E-01,4.527986E+03,6.798558E+03,1.779762E-01,5.031230E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,3.454400E+02,2.506135E-01,3.102513E+03,4.471213E+03
14:45:00,1.474231E-01,6.446151E+03,8.686966E-02,0.000000E+00,0.000000E+00,8.686966E-02,7.681672E+02,3.733064E-01,4.828792E+03,7.836728E+03,2.867060E-01,8.227057E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,5.823205E+02,3.617549E-01,4.546896E+03,6.818075E+03,1.781945E-01,5.035397E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,3.454400E+02,2.521600E-01,3.119928E+03,4.497107E+03,2.723170E-01,7.952313E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,5.823205E+02,3.604500E-01,4.532216E+03,6.802955E+03,1.779752E-01,5.031211E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,3.454400E+02,2.628289E-01,3.239929E+03,4.604273E+03
15:00:00,1.474209E-01,6.446110E+03,8.686966E-02,0.000000E+00,0.000000E+00,8.686966E-02,7.681672E+02,3.729624E-01,4.824919E+03,7.832466E+03,2.867046E-01,8.227029E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,5.823205E+02,3.622624E-01,4.552605E+03,6.824273E+03,1.781936E-01,5.035379E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,3.454400E+02,2.520018E-01,3.118147E+03,4.495401E+03,2.723155E-01,7.952285E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,5.823205E+02,3.607639E-01,4.535747E+03,6.806814E+03,1.779743E-01,5.031193E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,3.454400E+02,2.781148E-01,3.411912E+03,4.781696E+03
15:15:00,1.474188E-01,6.446070E+03,8.686966E-02,0.000000E+00,0.000000E+00,8.686966E-02,7.821775E+02,3.726971E-01,4.807989E+03,7.814923E+03,2.867032E-01,8.227002E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,5.929412E+02,3.625827E-01,4.545637E+03,6.817279E+03,1.781927E-01,5.035362E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,3.517403E+02,2.516747E-01,3.108197E+03,4.485390E+03,2.723141E-01,7.952258E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,5.929412E+02,3.609013E-01,4.526720E+03,6.797689E+03,1.779734E-01,5.031176E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,3.517403E+02,2.950078E-01,3.595716E+03,4.968022E+03
15:30:00,1.474169E-01,6.446032E+03,8.686966E-02,0.000000E+00,0.000000E+00,8.686966E-02,7.961878E+02,3.725168E-01,4.792034E+03,7.798466E+03,2.867018E-01,8.226976E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,6.035619E+02,3.625963E-01,4.535235E+03,6.806870E+03,1.781918E-01,5.035346E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,3.580407E+02,2.510889E-01,3.095348E+03,4.472416E+03,2.723127E-01,7.952232E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,6.035619E+02,3.607390E-01,4.514338E+03,6.785233E+03,1.779725E-01,5.031159E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,3.580407E+02,3.129016E-01,3.790807E+03,5.169057E+03
15:45:00,1.474149E-01,6.445995E+03,8.686966E-02,0.000000E+00,0.000000E+00,8.686966E-02,8.101981E+02,3.724253E-01,4.777081E+03,7.783141E+03,2.867005E-01,8.226951E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,6.141826E+02,3.624752E-01,4.523318E+03,6.795073E+03,1.781910E-01,5.035330E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,3.643410E+02,2.503224E-01,3.080466E+03,4.457482E+03,2.723114E-01,7.952207E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,6.141826E+02,3.609937E-01,4.506649E+03,6.777764E+03,1.779717E-01,5.031143E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,3.643410E+02,3.303759E-01,3.981192E+03,5.365208E+03
16:00:00,1.474131E-01,6.445960E+03,8.686966E-02,0.000000E+00,0.000000E+00,8.686966E-02,8.242085E+02,3.723820E-01,4.762685E+03,7.768430E+03,2.866993E-01,8.226927E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,6.248034E+02,3.622314E-01,4.510035E+03,6.781759E+03,1.781902E-01,5.035315E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,3.706414E+02,2.493786E-01,3.063598E+03,4.440518E+03,2.723102E-01,7.952183E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,6.248034E+02,3.619062E-01,4.506374E+03,6.776844E+03,1.779709E-01,5.031128E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,3.706414E+02,3.465763E-01,4.157266E+03,5.547581E+03
16:15:00,1.474114E-01,6.445927E+03,8.686966E-02,0.000000E+00,0.000000E+00,8.686966E-02,8.428889E+02,3.724050E-01,4.744345E+03,7.749747E+03,2.866981E-01,8.226904E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,6.389644E+02,3.618490E-01,4.491636E+03,6.762985E+03,1.781894E-01,5.035300E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,3.790419E+02,2.482617E-01,3.042673E+03,4.419161E+03,2.723090E-01,7.952160E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,6.389644E+02,3.635977E-01,4.511312E+03,6.780740E+03,1.779702E-01,5.031114E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,3.790419E+02,3.609573E-01,4.310765E+03,5.708888E+03
16:30:00,1.474097E-01,6.445894E+03,8.686966E-02,0.000000E+00,0.000000E+00,8.686966E-02,8.615693E+02,3.724213E-01,4.725913E+03,7.730956E+03,2.866969E-01,8.226883E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,6.531253E+02,3.610881E-01,4.468969E+03,6.739805E+03,1.781887E-01,5.035287E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,3.874423E+02,2.468659E-01,3.018604E+03,4.394586E+03,2.723078E-01,7.952138E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,6.531253E+02,3.660322E-01,4.524600E+03,6.792998E+03,1.779694E-01,5.031100E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,3.874423E+02,3.731653E-01,4.439802E+03,5.844850E+03
16:45:00,1.474080E-01,6.445863E+03,8.686966E-02,0.000000E+00,0.000000E+00,8.686966E-02,8.802497E+02,3.724846E-01,4.707992E+03,7.712771E+03,2.866958E-01,8.226861E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,6.672863E+02,3.601023E-01,4.443753E+03,6.714208E+03,1.781880E-01,5.035273E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,3.958428E+02,2.453204E-01,2.992838E+03,4.368235E+03,2.723067E-01,7.952117E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,6.672863E+02,3.694329E-01,4.548744E+03,6.817289E+03,1.779687E-01,5.031086E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,3.958428E+02,3.827823E-01,4.539669E+03,5.950991E+03
17:00:00,1.474065E-01,6.445833E+03,8.686966E-02,0.000000E+00,0.000000E+00,8.686966E-02,8.989302E+02,3.725581E-01,4.690180E+03,7.694712E+03,2.866948E-01,8.226841E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,6.814473E+02,3.589516E-01,4.416681E+03,6.686880E+03,1.781873E-01,5.035260E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,4.042433E+02,2.437081E-01,2.966320E+03,4.341155E+03,2.723057E-01,7.952097E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,6.814473E+02,3.739018E-01,4.584907E+03,6.854718E+03,1.779681E-01,5.031074E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,4.042433E+02,3.890000E-01,4.601282E+03,6.017482E+03
17:15:00,1.474049E-01,6.445804E+03,8.686966E-02,0.000000E+00,0.000000E+00,8.686966E-02,9.222807E+02,3.727049E-01,4.668526E+03,7.672709E+03,2.866937E-01,8.226822E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,6.991485E+02,3.574259E-01,4.381848E+03,6.651441E+03,1.781867E-01,5.035248E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,4.147439E+02,2.419631E-01,2.936209E+03,4.310236E+03,2.723046E-01,7.952077E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,6.991485E+02,3.786250E-01,4.620396E+03,6.891995E+03,1.779674E-01,5.031061E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,4.147439E+02,3.920146E-01,4.624751E+03,6.045621E+03
17:30:00,1.474035E-01,6.445777E+03,8.686966E-02,0.000000E+00,0.000000E+00,8.686966E-02,9.456312E+02,3.730348E-01,4.648917E+03,7.652778E+03,2.866928E-01,8.226803E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,7.168497E+02,3.554057E-01,4.341438E+03,6.610205E+03,1.781861E-01,5.035236E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,4.252445E+02,2.400648E-01,2.904364E+03,4.277502E+03,2.723036E-01,7.952058E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,7.168497E+02,3.830223E-01,4.652205E+03,6.925922E+03,1.779668E-01,5.031049E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,4.252445E+02,3.918662E-01,4.612613E+03,6.038047E+03
17:45:00,1.474021E-01,6.445750E+03,8.686966E-02,0.000000E+00,0.000000E+00,8.686966E-02,9.689818E+02,3.735616E-01,4.631517E+03,7.635018E+03,2.866918E-01,8.226785E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,7.345509E+02,3.527871E-01,4.294290E+03,6.561979E+03,1.781855E-01,5.035225E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,4.357451E+02,2.379905E-01,2.870535E+03,4.242708E+03,2.723027E-01,7.952040E+03,6.585283E-02,0.000000E+00,0.000000E+00,6.585283E-02,7.345509E+02,3.861058E-01,4.669227E+03,6.945555E+03,1.779662E-01,5.031038E+03,3.906474E-02,0.000000E+00,0.000000E+00,3.906474E-02,4.357451E+02,3.882352E-01,4.561278E+03,5.990793E+03
